index,date
862,20100203
863,20100202
864,20100201
865,20100129
866,20100128
867,20100127
868,20100126
869,20100125
870,20100122
871,20100121
872,20100120
873,20100119
874,20100118
875,20100115
876,20100114
877,20100113
878,20100112
879,20100111
880,20100108
881,20100107
882,20100106
883,20100105
884,20100104
885,20091231
886,20091230
887,20091229
888,20091228
889,20091225
890,20091224
891,20091223
892,20091222
893,20091221
894,20091218
895,20091217
896,20091216
897,20091215
898,20091214
899,20091211
900,20091210
901,20091209
902,20091208
903,20091207
904,20091204
905,20091203
906,20091202
907,20091201
908,20091130
909,20091127
910,20091126
911,20091125
912,20091124
913,20091123
914,20091120
915,20091119
916,20091118
917,20091117
918,20091116
919,20091113
920,20091112
921,20091111
922,20091110
923,20091109
924,20091106
925,20091105
926,20091104
927,20091103
928,20091102
929,20091030
930,20091029
931,20091028
932,20091027
933,20091026
934,20091023
935,20091022
936,20091021
937,20091020
938,20091019
939,20091016
940,20091015
941,20091014
942,20091013
943,20091012
944,20091009
945,20091008
946,20091007
947,20091006
948,20091005
949,20091002
950,20091001
951,20090930
952,20090929
953,20090928
954,20090925
955,20090924
956,20090923
957,20090922
958,20090921
959,20090918
960,20090917
961,20090916
962,20090915
963,20090914
964,20090911
965,20090910
966,20090909
967,20090908
968,20090907
969,20090904
970,20090903
971,20090902
972,20090901
973,20090831
974,20090828
975,20090827
976,20090826
977,20090825
978,20090824
979,20090821
980,20090820
981,20090819
982,20090818
983,20090817
984,20090814
985,20090813
986,20090812
987,20090811
988,20090810
989,20090807
990,20090806
991,20090805
992,20090804
993,20090803
994,20090731
995,20090730
996,20090729
997,20090728
998,20090727
999,20090724
1000,20090723
1001,20090722
1002,20090721
1003,20090720
1004,20090717
1005,20090716
1006,20090715
1007,20090714
1008,20090713
1009,20090710
1010,20090709
1011,20090708
1012,20090707
1013,20090706
1014,20090703
1015,20090702
1016,20090701
1017,20090630
1018,20090629
1019,20090626
1020,20090625
1021,20090624
1022,20090623
1023,20090622
1024,20090619
1025,20090618
1026,20090617
1027,20090616
1028,20090615
1029,20090612
1030,20090611
1031,20090610
1032,20090609
1033,20090608
1034,20090605
1035,20090604
1036,20090603
1037,20090602
1038,20090601
1039,20090529
1040,20090528
1041,20090527
1042,20090526
1043,20090525
1044,20090522
1045,20090521
1046,20090520
1047,20090519
1048,20090518
1049,20090515
1050,20090514
1051,20090513
1052,20090512
1053,20090511
1054,20090508
1055,20090507
1056,20090506
1057,20090505
1058,20090504
1059,20090501
1060,20090430
1061,20090429
1062,20090428
1063,20090427
1064,20090424
1065,20090423
1066,20090422
1067,20090421
1068,20090420
1069,20090417
1070,20090416
1071,20090415
1072,20090414
1073,20090413
1074,20090409
1075,20090408
1076,20090407
1077,20090406
1078,20090403
1079,20090402
1080,20090401
1081,20090331
1082,20090330
1083,20090327
1084,20090326
1085,20090325
1086,20090324
1087,20090323
1088,20090320
1089,20090319
1090,20090318
1091,20090317
1092,20090316
1093,20090313
1094,20090312
1095,20090311
1096,20090310
1097,20090309
1098,20090306
1099,20090305
1100,20090304
1101,20090303
1102,20090302
1103,20090227
1104,20090226
1105,20090225
1106,20090224
1107,20090223
1108,20090220
1109,20090219
1110,20090218
1111,20090217
1112,20090216
1113,20090213
1114,20090212
1115,20090211
1116,20090210
1117,20090209
1118,20090206
1119,20090205
1120,20090204
1121,20090203
1122,20090202
1123,20090130
1124,20090129
1125,20090128
1126,20090127
1127,20090126
1128,20090123
1129,20090122
1130,20090121
1131,20090120
1132,20090119
1133,20090116
1134,20090115
1135,20090114
1136,20090113
1137,20090112
1138,20090109
1139,20090108
1140,20090107
1141,20090106
1142,20090105
1143,20090102
1144,20081231
1145,20081230
1146,20081229
1147,20081226
1148,20081224
1149,20081223
1150,20081222
1151,20081219
1152,20081218
1153,20081217
1154,20081216
1155,20081215
1156,20081212
1157,20081211
1158,20081210
1159,20081209
1160,20081208
1161,20081205
1162,20081204
1163,20081203
1164,20081202
1165,20081201
1166,20081128
1167,20081127
1168,20081126
1169,20081125
1170,20081124
1171,20081121
1172,20081120
1173,20081119
1174,20081118
1175,20081117
1176,20081114
1177,20081113
1178,20081112
1179,20081111
1180,20081110
1181,20081107
1182,20081106
1183,20081105
1184,20081104
1185,20081103
1186,20081031
1187,20081030
1188,20081029
1189,20081028
1190,20081027
1191,20081024
1192,20081023
1193,20081022
1194,20081021
1195,20081020
1196,20081017
1197,20081016
1198,20081015
1199,20081014
1200,20081013
1201,20081010
1202,20081009
1203,20081008
1204,20081007
1205,20081006
1206,20081003
1207,20081002
1208,20081001
1209,20080930
1210,20080929
1211,20080926
1212,20080925
1213,20080924
1214,20080923
1215,20080922
1216,20080919
1217,20080918
1218,20080917
1219,20080916
1220,20080915
1221,20080912
1222,20080911
1223,20080910
1224,20080909
1225,20080908
1226,20080905
1227,20080904
1228,20080903
1229,20080902
1230,20080901
1231,20080829
1232,20080828
1233,20080827
1234,20080826
1235,20080825
1236,20080822
1237,20080821
1238,20080820
1239,20080819
1240,20080818
1241,20080815
1242,20080814
1243,20080813
1244,20080812
1245,20080811
1246,20080808
1247,20080807
1248,20080806
1249,20080805
1250,20080804
1251,20080801
1252,20080731
1253,20080730
1254,20080729
1255,20080728
1256,20080725
1257,20080724
1258,20080723
1259,20080722
1260,20080721
1261,20080718
1262,20080717
1263,20080716
1264,20080715
1265,20080714
1266,20080711
1267,20080710
1268,20080709
1269,20080708
1270,20080707
1271,20080704
1272,20080703
1273,20080702
1274,20080701
1275,20080630
1276,20080627
1277,20080626
1278,20080625
1279,20080624
1280,20080623
1281,20080620
1282,20080619
1283,20080618
1284,20080617
1285,20080616
1286,20080613
1287,20080612
1288,20080611
1289,20080610
1290,20080609
1291,20080606
1292,20080605
1293,20080604
1294,20080603
1295,20080602
1296,20080530
1297,20080529
1298,20080528
1299,20080527
1300,20080526
1301,20080523
1302,20080522
1303,20080521
1304,20080520
1305,20080519
1306,20080516
1307,20080515
1308,20080514
1309,20080513
1310,20080512
1311,20080509
1312,20080508
1313,20080507
1314,20080506
1315,20080505
1316,20080502
1317,20080501
1318,20080430
1319,20080429
1320,20080428
1321,20080425
1322,20080424
1323,20080423
1324,20080422
1325,20080421
1326,20080418
1327,20080417
1328,20080416
1329,20080415
1330,20080414
1331,20080411
1332,20080410
1333,20080409
1334,20080408
1335,20080407
1336,20080404
1337,20080403
1338,20080402
1339,20080401
1340,20080331
1341,20080328
1342,20080327
1343,20080326
1344,20080325
1345,20080324
1346,20080320
1347,20080319
1348,20080318
1349,20080317
1350,20080314
1351,20080313
1352,20080312
1353,20080311
1354,20080310
1355,20080307
1356,20080306
1357,20080305
1358,20080304
1359,20080303
1360,20080229
1361,20080228
1362,20080227
1363,20080226
1364,20080225
1365,20080222
1366,20080221
1367,20080220
1368,20080219
1369,20080218
1370,20080215
1371,20080214
1372,20080213
1373,20080212
1374,20080211
1375,20080208
1376,20080207
1377,20080206
1378,20080205
1379,20080204
1380,20080201
1381,20080131
1382,20080130
1383,20080129
1384,20080128
1385,20080125
1386,20080124
1387,20080123
1388,20080122
1389,20080121
1390,20080118
1391,20080117
1392,20080116
1393,20080115
1394,20080114
1395,20080111
1396,20080110
1397,20080109
1398,20080108
1399,20080107
1400,20080104
1401,20080103
1402,20080102
1403,20071231
1404,20071228
1405,20071227
1406,20071226
1407,20071224
1408,20071221
1409,20071220
1410,20071219
1411,20071218
1412,20071217
1413,20071214
1414,20071213
1415,20071212
1416,20071211
1417,20071210
1418,20071207
1419,20071206
1420,20071205
1421,20071204
1422,20071203
1423,20071130
1424,20071129
1425,20071128
1426,20071127
1427,20071126
1428,20071123
1429,20071122
1430,20071121
1431,20071120
1432,20071119
1433,20071116
1434,20071115
1435,20071114
1436,20071113
1437,20071112
1438,20071109
1439,20071108
1440,20071107
1441,20071106
1442,20071105
1443,20071102
1444,20071101
1445,20071031
1446,20071030
1447,20071029
1448,20071026
1449,20071025
1450,20071024
1451,20071023
1452,20071022
1453,20071019
1454,20071018
1455,20071017
1456,20071016
1457,20071015
1458,20071012
1459,20071011
1460,20071010
1461,20071009
1462,20071008
1463,20071005
1464,20071004
1465,20071003
1466,20071002
1467,20071001
1468,20070928
1469,20070927
1470,20070926
1471,20070925
1472,20070924
1473,20070921
1474,20070920
1475,20070919
1476,20070918
1477,20070917
1478,20070914
1479,20070913
1480,20070912
1481,20070911
1482,20070910
1483,20070907
1484,20070906
1485,20070905
1486,20070904
1487,20070903
1488,20070831
1489,20070830
1490,20070829
1491,20070828
1492,20070827
1493,20070824
1494,20070823
1495,20070822
1496,20070821
1497,20070820
1498,20070817
1499,20070816
1500,20070815
1501,20070814
1502,20070813
1503,20070810
1504,20070809
1505,20070808
1506,20070807
1507,20070806
1508,20070803
1509,20070802
1510,20070801
1511,20070731
1512,20070730
1513,20070727
1514,20070726
1515,20070725
1516,20070724
1517,20070723
1518,20070720
1519,20070719
1520,20070718
1521,20070717
1522,20070716
1523,20070713
1524,20070712
1525,20070711
1526,20070710
1527,20070709
1528,20070706
1529,20070705
1530,20070704
1531,20070703
1532,20070702
1533,20070629
1534,20070628
1535,20070627
1536,20070626
1537,20070625
1538,20070622
1539,20070621
1540,20070620
1541,20070619
1542,20070618
1543,20070615
1544,20070614
1545,20070613
1546,20070612
1547,20070611
1548,20070608
1549,20070607
1550,20070606
1551,20070605
1552,20070604
1553,20070601
1554,20070531
1555,20070530
1556,20070529
1557,20070528
1558,20070525
1559,20070524
1560,20070523
1561,20070522
1562,20070521
1563,20070518
1564,20070517
1565,20070516
1566,20070515
1567,20070514
1568,20070511
1569,20070510
1570,20070509
1571,20070508
1572,20070507
1573,20070504
1574,20070503
1575,20070502
1576,20070501
1577,20070430
1578,20070427
1579,20070426
1580,20070425
1581,20070424
1582,20070423
1583,20070420
1584,20070419
1585,20070418
1586,20070417
1587,20070416
1588,20070413
1589,20070412
1590,20070411
1591,20070410
1592,20070409
1593,20070406
1594,20070405
1595,20070404
1596,20070403
1597,20070402
1598,20070330
1599,20070329
1600,20070328
1601,20070327
1602,20070326
1603,20070323
1604,20070322
1605,20070321
1606,20070323
1607,20070320
1608,20070319
1609,20070316
1610,20070315
1611,20070314
1612,20070313
1613,20070312
1614,20070309
1615,20070308
1616,20070307
1617,20070306
1618,20070305
1619,20070302
1620,20070301
1621,20070228
1622,20070227
1623,20070226
1624,20070223
1625,20070222
1626,20070221
1627,20070220
1628,20070219
1629,20070216
1630,20070215
1631,20070214
1632,20070213
1633,20070212
1634,20070209
1635,20070208
1636,20070207
1637,20070206
1638,20070205
1639,20070202
1640,20070201
1641,20070131
1642,20070130
1643,20070129
1644,20070126
1645,20070125
1646,20070124
1647,20070123
1648,20070122
1649,20070119
1650,20070118
1651,20070117
1652,20070116
1653,20070115
1654,20070112
1655,20070111
1656,20070110
1657,20070109
1658,20070108
1659,20070105
1660,20070104
1661,20070103
1662,20070102
1663,20061229
1664,20061228
1665,20061227
1666,20061226
1667,20061222
1668,20061221
1669,20061220
1670,20061219
1671,20061218
1672,20061215
1673,20061214
1674,20061213
1675,20061212
1676,20061211
1677,20061208
1678,20061207
1679,20061206
1680,20061205
1681,20061204
1682,20061201
1683,20061130
1684,20061129
1685,20061128
1686,20061127
1687,20061124
1688,20061123
1689,20061122
1690,20061121
1691,20061120
1692,20061117
1693,20061116
1694,20061115
1695,20061114
1696,20061113
1697,20061110
1698,20061109
1699,20061108
1700,20061107
1701,20061106
1702,20061103
1703,20061102
1704,20061101
1705,20061031
1706,20061030
1707,20061027
1708,20061026
1709,20061025
1710,20061024
1711,20061023
1712,20061020
1713,20061019
1714,20061018
1715,20061017
1716,20061016
1717,20061013
1718,20061012
1719,20061011
1720,20061010
1721,20061009
1722,20061006
1723,20061005
1724,20061004
1725,20061003
1726,20061002
1727,20060929
1728,20060928
1729,20060927
1730,20060926
1731,20060925
1732,20060922
1733,20060921
1734,20060920
1735,20060919
1736,20060918
1737,20060915
1738,20060914
1739,20060913
1740,20060912
1741,20060911
1742,20060908
1743,20060907
1744,20060906
1745,20060905
1746,20060904
1747,20060901
1748,20060831
1749,20060830
1750,20060829
1751,20060828
1752,20060825
1753,20060824
1754,20060823
1755,20060822
1756,20060821
1757,20060818
1758,20060817
1759,20060816
1760,20060815
1761,20060814
1762,20060811
1763,20060810
1764,20060809
1765,20060808
1766,20060807
1767,20060804
1768,20060803
1769,20060802
1770,20060801
1771,20060731
1772,20060728
1773,20060727
1774,20060726
1775,20060725
1776,20060724
1777,20060721
1778,20060720
1779,20060719
1780,20060718
1781,20060717
1782,20060714
1783,20060713
1784,20060712
1785,20060711
1786,20060710
1787,20060707
1788,20060706
1789,20060705
1790,20060704
1791,20060703
1792,20060630
1793,20060629
1794,20060628
1795,20060627
1796,20060626
1797,20060623
1798,20060622
1799,20060621
1800,20060620
1801,20060619
1802,20060616
1803,20060615
1804,20060614
1805,20060613
1806,20060612
1807,20060609
1808,20060608
1809,20060607
1810,20060606
1811,20060605
1812,20060602
1813,20060601
1814,20060531
1815,20060530
1816,20060529
1817,20060526
1818,20060525
1819,20060524
1820,20060523
1821,20060522
1822,20060519
1823,20060518
1824,20060517
1825,20060516
1826,20060515
1827,20060512
1828,20060511
1829,20060510
1830,20060509
1831,20060508
1832,20060505
1833,20060504
1834,20060503
1835,20060502
1836,20060501
1837,20060428
1838,20060427
1839,20060426
1840,20060425
1841,20060424
1842,20060421
1843,20060420
1844,20060419
1845,20060418
1846,20060417
1847,20060414
1848,20060413
1849,20060412
1850,20060411
1851,20060410
1852,20060407
1853,20060406
1854,20060405
1855,20060404
1856,20060403
1857,20060331
1858,20060330
1859,20060329
1860,20060328
1861,20060327
1862,20060324
1863,20060323
1864,20060322
1865,20060321
1866,20060320
1867,20060317
1868,20060316
1869,20060315
1870,20060314
1871,20060313
1872,20060310
1873,20060309
1874,20060308
1875,20060307
1876,20060306
1877,20060303
1878,20060302
1879,20060301
1880,20060228
1881,20060227
1882,20060224
1883,20060223
1884,20060222
1885,20060221
1886,20060220
1887,20060217
1888,20060216
1889,20060215
1890,20060214
1891,20060213
1892,20060210
1893,20060209
1894,20060208
1895,20060207
1896,20060206
1897,20060203
1898,20060202
1899,20060201
1900,20060131
1901,20060130
1902,20060127
1903,20060126
1904,20060125
1905,20060124
1906,20060123
1907,20060120
1908,20060119
1909,20060118
1910,20060117
1911,20060116
1912,20060113
1913,20060112
1914,20060111
1915,20060110
1916,20060109
1917,20060106
1918,20060105
1919,20060104
1920,20060103
1921,20051230
1922,20051229
1923,20051228
1924,20051227
1925,20051226
1926,20051223
1927,20051222
1928,20051221
1929,20051220
1930,20051219
1931,20051216
1932,20051215
1933,20051214
1934,20051213
1935,20051212
1936,20051209
1937,20051208
1938,20051207
1939,20051206
1940,20051205
1941,20051202
1942,20051201
1943,20051130
1944,20051129
1945,20051128
1946,20051125
1947,20051124
1948,20051123
1949,20051122
1950,20051121
1951,20051118
1952,20051117
1953,20051116
1954,20051115
1955,20051114
1956,20051111
1957,20051110
1958,20051109
1959,20051108
1960,20051107
1961,20051104
1962,20051103
1963,20051102
1964,20051101
1965,20051031
1966,20051028
1967,20051027
1968,20051026
1969,20051025
1970,20051024
1971,20051021
1972,20051020
1973,20051019
1974,20051018
1975,20051017
1976,20051014
1977,20051013
1978,20051012
1979,20051011
1980,20051010
1981,20051007
1982,20051006
1983,20051005
1984,20051004
1985,20051003
1986,20050930
1987,20050929
1988,20050928
1989,20050927
1990,20050926
1991,20050923
1992,20050922
1993,20050921
1994,20050920
1995,20050919
1996,20050916
1997,20050915
1998,20050914
1999,20050913
2000,20050912
2001,20050909
2002,20050908
2003,20050907
2004,20050906
2005,20050905
2006,20050902
2007,20050901
2008,20050831
2009,20050830
2010,20050829
2011,20050826
2012,20050825
2013,20050824
2014,20050823
2015,20050822
2016,20050819
2017,20050818
2018,20050817
2019,20050816
2020,20050815
2021,20050812
2022,20050811
2023,20050810
2024,20050809
2025,20050808
2026,20050805
2027,20050804
2028,20050803
2029,20050802
2030,20050801
2031,20050729
2032,20050728
2033,20050727
2034,20050726
2035,20050725
2036,20050722
2037,20050721
2038,20050720
2039,20050719
2040,20050718
2041,20050715
2042,20050714
2043,20050713
2044,20050712
2045,20050711
2046,20050708
2047,20050707
2048,20050706
2049,20050705
2050,20050704
2051,20050701
2052,20050630
2053,20050629
2054,20050628
2055,20050627
2056,20050624
2057,20050623
2058,20050622
2059,20050621
2060,20050620
2061,20050617
2062,20050616
2063,20050615
2064,20050614
2065,20050613
2066,20050610
2067,20050609
2068,20050608
2069,20050607
2070,20050606
2071,20050603
2072,20050602
2073,20050601
2074,20050531
2075,20050530
2076,20050527
2077,20050526
2078,20050525
2079,20050524
2080,20050523
2081,20050520
2082,20050519
2083,20050518
2084,20050517
2085,20050516
2086,20050513
2087,20050512
2088,20050511
2089,20050510
2090,20050509
2091,20050506
2092,20050505
2093,20050504
2094,20050503
2095,20050502
2096,20050429
2097,20050428
2098,20050427
2099,20050426
2100,20050425
2101,20050422
2102,20050421
2103,20050420
2104,20050419
2105,20050418
2106,20050415
2107,20050414
2108,20050413
2109,20050412
2110,20050411
2111,20050408
2112,20050407
2113,20050406
2114,20050405
2115,20050404
2116,20050401
2117,20050331
2118,20050330
2119,20050329
2120,20050328
2121,20050325
2122,20050324
2123,20050323
2124,20050322
2125,20050321
2126,20050318
2127,20050317
2128,20050317
2129,20050316
2130,20050315
2131,20050314
2132,20050311
2133,20050310
2134,20050309
2135,20050308
2136,20050307
2137,20050304
2138,20050303
2139,20050302
2140,20050301
2141,20050228
2142,20050225
2143,20050224
2144,20050223
2145,20050222
2146,20050221
2147,20050218
2148,20050217
2149,20050216
2150,20050215
2151,20050214
2152,20050211
2153,20050210
2154,20050209
2155,20050208
2156,20050207
2157,20050204
2158,20050203
2159,20050202
2160,20050201
2161,20050131
2162,20050128
2163,20050127
2164,20050126
2165,20050125
2166,20050124
2167,20050121
2168,20050120
2169,20050119
2170,20050118
2171,20050117
2172,20050114
2173,20050113
2174,20050112
2175,20050111
2176,20050110
2177,20050107
2178,20050106
2179,20050105
2180,20050104
2181,20050103
2182,20041231
2183,20041230
2184,20041229
2185,20041228
2186,20041227
2187,20041224
2188,20041223
2189,20041222
2190,20041221
2191,20041220
2192,20041217
2193,20041216
2194,20041215
2195,20041214
2196,20041213
2197,20041210
2198,20041209
2199,20041208
2200,20041207
2201,20041206
2202,20041203
2203,20041202
2204,20041201
2205,20041130
2206,20041129
2207,20041126
2208,20041125
2209,20041124
2210,20041123
2211,20041122
2212,20041119
2213,20041118
2214,20041117
2215,20041116
2216,20041115
2217,20041112
2218,20041111
2219,20041110
2220,20041109
2221,20041108
2222,20041105
2223,20041104
2224,20041103
2225,20041102
2226,20041101
2227,20041029
2228,20041028
2229,20041027
2230,20041026
2231,20041025
2232,20041022
2233,20041021
2234,20041020
2235,20041019
2236,20041018
2237,20041015
2238,20041014
2239,20041013
2240,20041012
2241,20041011
2242,20041008
2243,20041007
2244,20041006
2245,20041005
2246,20041004
2247,20041001
2248,20040930
2249,20040929
2250,20040928
2251,20040927
2252,20040924
2253,20040923
2254,20040922
2255,20040921
2256,20040920
2257,20040917
2258,20040916
2259,20040915
2260,20040914
2261,20040913
2262,20040910
2263,20040909
2264,20040908
2265,20040907
2266,20040906
2267,20040903
2268,20040902
2269,20040901
2270,20040831
2271,20040830
2272,20040827
2273,20040826
2274,20040825
2275,20040824
2276,20040823
2277,20040820
2278,20040819
2279,20040818
2280,20040817
2281,20040816
2282,20040813
2283,20040812
2284,20040811
2285,20040810
2286,20040809
2287,20040806
2288,20040805
2289,20040804
2290,20040803
2291,20040802
2292,20040730
2293,20040729
2294,20040728
2295,20040727
2296,20040726
2297,20040722
2298,20040721
2299,20040720
2300,20040719
2301,20040716
2302,20040715
2303,20040714
2304,20040713
2305,20040712
2306,20040709
2307,20040708
2308,20040707
2309,20040706
2310,20040705
2311,20040702
2312,20040701
2313,20040630
2314,20040629
2315,20040628
2316,20040624
2317,20040623
2318,20040622
2319,20040621
2320,20040618
2321,20040617
2322,20040616
2323,20040615
2324,20040614
2325,20040611
2326,20040610
2327,20040609
2328,20040608
2329,20040607
2330,20040604
2331,20040603
2332,20040602
2333,20040601
2334,20040531
2335,20040528
2336,20040527
2337,20040526
2338,20040525
2339,20040524
2340,20040521
2341,20040520
2342,20040519
2343,20040518
2344,20040517
2345,20040514
2346,20040513
2347,20040512
2348,20040511
2349,20040510
2350,20040507
2351,20040506
2352,20040505
2353,20040504
2354,20040503
2355,20040430
2356,20040429
2357,20040428
2358,20040427
2359,20040426
2360,20040423
2361,20040422
2362,20040421
2363,20040420
2364,20040419
2365,20040416
2366,20040414
2367,20040413
2368,20040412
2369,20040409
2370,20040408
2371,20040407
2372,20040406
2373,20040405
2374,20040402
2375,20040401
2376,20040331
2377,20040330
2378,20040329
2379,20040326
2380,20040325
2381,20040324
2382,20040323
2383,20040322
2384,20040319
2385,20040318
2386,20040317
2387,20040316
2388,20040315
2389,20040312
2390,20040311
2391,20040310
2392,20040309
2393,20040308
2394,20040305
2395,20040304
2396,20040303
2397,20040302
2398,20040301
2399,20040227
2400,20040226
2401,20040225
2402,20040224
2403,20040223
2404,20040220
2405,20040219
2406,20040218
2407,20040217
2408,20040216
2409,20040213
2410,20040212
2411,20040211
2412,20040210
2413,20040209
2414,20040206
2415,20040205
2416,20040204
2417,20040203
2418,20040202
2419,20040130
2420,20040129
2421,20040128
2422,20040127
2423,20040126
2424,20040123
2425,20040122
2426,20040121
2427,20040120
2428,20040119
2429,20040116
2430,20040115
2431,20040114
2432,20040113
2433,20040112
2434,20040109
2435,20040108
2436,20040107
2437,20040106
2438,20040105
2439,20040102
2440,20031231
2441,20031230
2442,20031229
2443,20031225
2444,20031224
2445,20031223
2446,20031222
2447,20031219
2448,20031218
2449,20031217
2450,20031216
2451,20031215
2452,20031212
2453,20031211
2454,20031210
2455,20031209
2456,20031208
2457,20031204
2458,20031203
2459,20031202
2460,20031201
2461,20031128
2462,20031127
2463,20031126
2464,20031125
2465,20031124
2466,20031120
2467,20031119
2468,20031118
2469,20031117
2470,20031114
2471,20031113
2472,20031112
2473,20031111
2474,20031110
2475,20031107
2476,20031106
2477,20031105
2478,20031104
2479,20031103
2480,20031031
2481,20031030
2482,20031029
2483,20031028
2484,20031027
2485,20031024
2486,20031022
2487,20031021
2488,20031020
2489,20031016
2490,20031015
2491,20031014
2492,20031013
2493,20031010
2494,20031009
2495,20031008
2496,20031007
2497,20031006
2498,20031003
2499,20031002
2500,20031001
2501,20030930
2502,20030929
2503,20030926
2504,20030925
2505,20030924
2506,20030923
2507,20030922
2508,20030918
2509,20030916
2510,20030915
2511,20030911
2512,20030910
2513,20030909
2514,20030904
2515,20030903
2516,20030902
2517,20030901
2518,20030829
2519,20030828
2520,20030827
2521,20030826
2522,20030825
2523,20030821
2524,20030820
2525,20030819
2526,20030818
2527,20030815
2528,20030814
2529,20030813
2530,20030812
2531,20030811
2532,20030807
2533,20030806
2534,20030801
2535,20030731
2536,20030730
2537,20030729
2538,20030725
2539,20030724
2540,20030723
2541,20030722
2542,20030721
2543,20030718
2544,20030717
2545,20030716
2546,20030715
2547,20030711
2548,20030710
2549,20030709
2550,20030704
2551,20030703
2552,20030702
2553,20030701
2554,20030630
2555,20030627
2556,20030626
2557,20030625
2558,20030624
2559,20030623
2560,20030620
2561,20030619
2562,20030616
2563,20030613
2564,20030612
2565,20030611
2566,20030610
2567,20030609
2568,20030605
2569,20030604
2570,20030603
2571,20030602
2572,20030530
2573,20030529
2574,20030528
2575,20030527
2576,20030526
2577,20030523
2578,20030522
2579,20030521
2580,20030520
2581,20030519
2582,20030516
2583,20030515
2584,20030514
2585,20030513
2586,20030512
2587,20030509
2588,20030507
2589,20030506
2590,20030502
2591,20030501
2592,20030430
2593,20030429
2594,20030428
2595,20030425
2596,20030424
2597,20030423
2598,20030422
2599,20030421
2600,20030418
2601,20030417
2602,20030416
2603,20030415
2604,20030414
2605,20030411
2606,20030410
2607,20030409
2608,20030408
2609,20030407
2610,20030404
2611,20030402
2612,20030401
2613,20030331
2614,20030328
2615,20030327
2616,20030326
2617,20030321
2618,20030320
2619,20030319
2620,20030318
2621,20030317
2622,20030314
2623,20030313
2624,20030312
2625,20030311
2626,20030307
2627,20030306
2628,20030304
2629,20030303
2630,20030228
2631,20030227
2632,20030226
2633,20030225
2634,20030224
2635,20030221
2636,20030220
2637,20030219
2638,20030218
2639,20030217
2640,20030214
2641,20030213
2642,20030212
2643,20030211
2644,20030210
2645,20030207
2646,20030206
2647,20030205
2648,20030203
2649,20030131
2650,20030130
2651,20030129
2652,20030128
2653,20030127
2654,20030124
2655,20030123
2656,20030122
2657,20030121
2658,20030120
2659,20030117
2660,20030116
2661,20030115
2662,20030114
2663,20030113
2664,20030110
2665,20030109
2666,20030108
2667,20030107
2668,20030103
2669,20021231
2670,20021230
2671,20021227
2672,20021226
2673,20021225
2674,20021224
2675,20021223
2676,20021220
2677,20021219
2678,20021218
2679,20021217
2680,20021216
2681,20021213
2682,20021212
2683,20021210
2684,20021204
2685,20021203
2686,20021202
2687,20021129
2688,20021128
2689,20021127
2690,20021126
2691,20021125
2692,20021122
2693,20021121
2694,20021120
2695,20021119
2696,20021115
2697,20021114
2698,20021113
2699,20021113
2700,20021112
2701,20021108
2702,20021106
2703,20021104
2704,20021101
2705,20021031
2706,20021021
2707,20021017
2708,20021016
2709,20021002
2726,20031023
2727,20030305
2729,20021211
2730,20021118
2731,20021111
2732,20021107
2733,20021105
2734,20021030
2735,20021029
2736,20021024
2737,20021023
2738,20021022
2746,20021001
2747,20130223
2755,20130405
2756,20130408
2757,20130409
2758,20130410
2759,20130411
2760,20130412
2761,20130415
2762,20130416
2763,20130417
2764,20130418
2765,20130419
2766,20130422
2767,20130423
2768,20130424
2769,20130425
2770,20130426
2773,20130429
2774,20130430
2775,20130501
2776,20130502
2777,20130503
2778,20130506
2779,20130507
2780,20130508
2781,20130509
2782,20130510
2783,20130513
2784,20130514
2785,20130515
2786,20130516
2787,20130517
2788,20130520
2789,20130521
2790,20130522
2791,20130523
2792,20130524
2793,20130527
2794,20130528
2795,20130529
2796,20130530
2797,20130531
2798,20130603
2799,20130604
2800,20130605
2801,20130606
2802,20130607
2803,20130610
2804,20130611
2805,20130612
2806,20130613
2807,20130614
2808,20130617
2809,20130618
2810,20130619
2811,20130620
2812,20130621
2813,20130624
2814,20130625
2815,20130626
2816,20130627
2817,20130628
2818,20130701
2819,20130702
2820,20130703
2821,20130704
2822,20130705
2823,20130708
2824,20130709
2825,20130710
2826,20130711
2827,20130712
2828,20130715
2829,20130716
2830,20130717
2831,20130718
2832,20130719
2833,20130722
2834,20130723
2835,20130724
2836,20130725
2837,20130726
2838,20130729
2839,20130730
2840,20130731
2841,20130801
2842,20130802
2843,20130805
2844,20130806
2845,20130807
2846,20130808
2847,20130809
2848,20130812
2849,20130813
2850,20130814
2851,20130815
2852,20130816
2853,20130819
2854,20130820
2855,20130821
2856,20130822
2857,20130823
2858,20130826
2859,20130827
2860,20130828
2861,20130829
2862,20130830
2863,20130902
2864,20130903
2865,20130904
2866,20130905
2867,20130906
2868,20130909
2869,20130910
2870,20130911
2871,20130912
2872,20130913
2873,20130914
2874,20130916
2875,20130917
2876,20130918
2877,20130919
2878,20130920
2879,20130923
2880,20130924
2881,20130925
2882,20130926
2883,20130927
2884,20130930
2885,20131001
2886,20131002
2887,20131003
2888,20131004
2889,20131007
2890,20131008
2891,20131009
2892,20131010
2893,20131011
2894,20131014
2895,20131015
2896,20131016
2897,20131017
2898,20131018
2899,20131021
2900,20131022
2901,20131023
2902,20131024
2903,20131025
2904,20131028
2905,20131029
2906,20131030
2907,20131031
2908,20131101
2909,20131104
2910,20131105
2911,20131106
2912,20131107
2913,20131108
