index,date
1,20040723
2,20040625
3,20040415
4,20031226
5,20031017
6,20030912
7,20030908
8,20030905
9,20030822
10,20030808
11,20030805
12,20030804
13,20030728
14,20030714
15,20030708
16,20030707
17,20030618
18,20030617
19,20030609
20,20030508
21,20030505
22,20030403
23,20030325
24,20030324
25,20030310
26,20030204
27,20030106
28,20030102
29,20021206
30,20021205
31,20130404
32,20130403
33,20130402
34,20130401
35,20130329
36,20130328
37,20130327
38,20130326
39,20130325
40,20130322
41,20130321
42,20130320
43,20130319
44,20130318
45,20130315
46,20130314
47,20130313
48,20130312
49,20130311
50,20130308
51,20130307
52,20130306
53,20130305
54,20130304
55,20130301
56,20130228
57,20130227
58,20130226
59,20130225
60,20130222
61,20130221
62,20130220
63,20130219
64,20130218
65,20130215
66,20130214
67,20130213
68,20130212
69,20130211
70,20130208
71,20130207
72,20130206
73,20130205
74,20130204
75,20130201
76,20130131
77,20130130
78,20130129
79,20130128
80,20130125
81,20130124
82,20130123
83,20130122
84,20130121
85,20130118
86,20130117
87,20130116
88,20130115
89,20130114
90,20130111
91,20130110
92,20130109
93,20130108
94,20130107
95,20130104
96,20130103
97,20130102
98,20130101
99,20121231
100,20121228
101,20121227
102,20121226
103,20121225
104,20121224
105,20121222
106,20121221
107,20121220
108,20121219
109,20121218
110,20121217
111,20121214
112,20121213
113,20121212
114,20121211
115,20121210
116,20121207
117,20121206
118,20121205
119,20121204
120,20121203
121,20121130
122,20121129
123,20121128
124,20121127
125,20121126
126,20121123
127,20121122
128,20121121
129,20121120
130,20121119
131,20121116
132,20121115
133,20121114
134,20121113
135,20121112
136,20121109
137,20121108
138,20121107
139,20121106
140,20121105
141,20121102
142,20121101
143,20121031
144,20121030
145,20121029
146,20121026
147,20121025
148,20121024
149,20121023
150,20121022
151,20121019
152,20121018
153,20121017
154,20121016
155,20121015
156,20121012
157,20121011
158,20121010
159,20121009
160,20121008
161,20121005
162,20121004
163,20121003
164,20121002
165,20121001
166,20120928
167,20120927
168,20120926
169,20120925
170,20120924
171,20120921
172,20120920
173,20120919
174,20120918
175,20120917
176,20120914
177,20120913
178,20120912
179,20120911
180,20120910
181,20120907
182,20120906
183,20120905
184,20120904
185,20120903
186,20120831
187,20120830
188,20120829
189,20120828
190,20120827
191,20120824
192,20120823
193,20120822
194,20120821
195,20120820
196,20120817
197,20120816
198,20120815
199,20120814
200,20120813
201,20120810
202,20120809
203,20120808
204,20120807
205,20120806
206,20120803
207,20120802
208,20120801
209,20120731
210,20120730
211,20120727
212,20120726
213,20120725
214,20120724
215,20120723
216,20120720
217,20120719
218,20120718
219,20120717
220,20120716
221,20120713
222,20120712
223,20120711
224,20120710
225,20120709
226,20120706
227,20120705
228,20120704
229,20120703
230,20120702
231,20120629
232,20120628
233,20120627
234,20120626
235,20120625
236,20120622
237,20120621
238,20120620
239,20120619
240,20120618
241,20120615
242,20120614
243,20120613
244,20120612
245,20120611
246,20120608
247,20120607
248,20120606
249,20120605
250,20120604
251,20120601
252,20120531
253,20120530
254,20120529
255,20120528
256,20120525
257,20120524
258,20120523
259,20120522
260,20120521
261,20120518
262,20120517
263,20120516
264,20120515
265,20120514
266,20120511
267,20120510
268,20120509
269,20120508
270,20120507
271,20120504
272,20120503
273,20120502
274,20120501
275,20120430
276,20120427
277,20120426
278,20120425
279,20120424
280,20120423
281,20120420
282,20120419
283,20120418
284,20120417
285,20120416
286,20120413
287,20120412
288,20120411
289,20120410
290,20120409
291,20120406
292,20120405
293,20120404
294,20120403
295,20120402
296,20120330
297,20120329
298,20120328
299,20120327
300,20120326
301,20120323
302,20120322
303,20120321
304,20120320
305,20120319
306,20120316
307,20120315
308,20120314
309,20120313
310,20120312
311,20120309
312,20120308
313,20120307
314,20120306
315,20120305
316,20120303
317,20120302
318,20120301
319,20120229
320,20120228
321,20120227
322,20120224
323,20120223
324,20120222
325,20120221
326,20120220
327,20120217
328,20120216
329,20120215
330,20120214
331,20120213
332,20120210
333,20120209
334,20120208
335,20120207
336,20120206
337,20120204
338,20120203
339,20120202
340,20120201
341,20120131
342,20120130
343,20120127
344,20120126
345,20120125
346,20120124
347,20120123
348,20120120
349,20120119
350,20120118
351,20120117
352,20120116
353,20120113
354,20120112
355,20120111
356,20120110
357,20120109
358,20120106
359,20120105
360,20120104
361,20120103
362,20120102
363,20111230
364,20111229
365,20111228
366,20111227
367,20111226
368,20111223
369,20111222
370,20111221
371,20111220
372,20111219
373,20111216
374,20111215
375,20111214
376,20111213
377,20111212
378,20111209
379,20111208
380,20111207
381,20111206
382,20111205
383,20111202
384,20111201
385,20111130
386,20111129
387,20111128
388,20111125
389,20111124
390,20111123
391,20111122
392,20111121
393,20111118
394,20111117
395,20111116
396,20111115
397,20111114
398,20111111
399,20111110
400,20111109
401,20111108
402,20111107
403,20111104
404,20111103
405,20111102
406,20111101
407,20111031
408,20111028
409,20111027
410,20111026
411,20111025
412,20111024
413,20111021
414,20111020
415,20111019
416,20111018
417,20111017
418,20111014
419,20111013
420,20111012
421,20111011
422,20111010
423,20111007
424,20111006
425,20111005
426,20111004
427,20111003
428,20110930
429,20110929
430,20110928
431,20110927
432,20110926
433,20110923
434,20110922
435,20110921
436,20110920
437,20110919
438,20110916
439,20110915
440,20110914
441,20110913
442,20110912
443,20110909
444,20110908
445,20110907
446,20110906
447,20110905
448,20110902
449,20110901
450,20110831
451,20110830
452,20110829
453,20110826
454,20110825
455,20110824
456,20110823
457,20110822
458,20110819
459,20110818
460,20110817
461,20110816
462,20110815
463,20110812
464,20110811
465,20110810
466,20110809
467,20110808
468,20110805
469,20110804
470,20110803
471,20110802
472,20110801
473,20110729
474,20110728
475,20110727
476,20110726
477,20110725
478,20110722
479,20110721
480,20110720
481,20110719
482,20110718
483,20110715
484,20110714
485,20110714
486,20110713
487,20110712
488,20110711
489,20110708
490,20110707
491,20110706
492,20110705
493,20110704
494,20110701
495,20110630
496,20110629
497,20110628
498,20110627
499,20110624
500,20110623
501,20110622
502,20110621
503,20110620
504,20110617
505,20110616
506,20110615
507,20110614
508,20110613
509,20110610
510,20110609
511,20110608
512,20110607
513,20110606
514,20110603
515,20110602
516,20110601
517,20110531
518,20110530
519,20110527
520,20110526
521,20110525
522,20110524
523,20110523
524,20110520
525,20110519
526,20110518
527,20110517
528,20110516
529,20110513
530,20110512
531,20110511
532,20110510
533,20110509
534,20110506
535,20110505
536,20110504
537,20110503
538,20110502
539,20110429
540,20110428
541,20110427
542,20110426
543,20110425
544,20110422
545,20110421
546,20110420
547,20110419
548,20110418
549,20110415
550,20110414
551,20110413
552,20110412
553,20110411
554,20110408
555,20110407
556,20110406
557,20110405
558,20110404
559,20110401
560,20110331
561,20110330
562,20110329
563,20110328
564,20110325
565,20110324
566,20110323
567,20110322
568,20110321
569,20110318
570,20110317
571,20110316
572,20110315
573,20110314
574,20110311
575,20110310
576,20110309
577,20110308
578,20110307
579,20110304
580,20110303
581,20110302
582,20110301
583,20110228
584,20110225
585,20110224
586,20110223
587,20110222
588,20110221
589,20110218
590,20110217
591,20110216
592,20110215
593,20110214
594,20110211
595,20110210
596,20110209
597,20110208
598,20110207
599,20110204
600,20110203
601,20110202
602,20110201
603,20110131
604,20110128
605,20110127
606,20110126
607,20110125
608,20110124
609,20110121
610,20110120
611,20110119
612,20110118
613,20110117
614,20110114
615,20110113
616,20110112
617,20110111
618,20110110
619,20110107
620,20110106
621,20110105
622,20110104
623,20110103
624,20101231
625,20101230
626,20101229
627,20101228
628,20101227
629,20101224
630,20101223
631,20101222
632,20101221
633,20101220
634,20101217
635,20101216
636,20101215
637,20101214
638,20101213
639,20101210
640,20101209
641,20101208
642,20101207
643,20101206
644,20101203
645,20101202
646,20101201
647,20101130
648,20101129
649,20101126
650,20101125
651,20101124
652,20101123
653,20101122
654,20101119
655,20101118
656,20101117
657,20101116
658,20101115
659,20101112
660,20101111
661,20101110
662,20101109
663,20101108
664,20101105
665,20101104
666,20101103
667,20101102
668,20101101
669,20101029
670,20101028
671,20101027
672,20101026
673,20101025
674,20101022
675,20101021
676,20101020
677,20101019
678,20101018
679,20101015
680,20101014
681,20101013
682,20101012
683,20101011
684,20101008
685,20101007
686,20101006
687,20101005
688,20101004
689,20101001
690,20100930
691,20100929
692,20100928
693,20100927
694,20100924
695,20100923
696,20100922
697,20100921
698,20100920
699,20100917
700,20100916
701,20100915
702,20100914
703,20100913
704,20100910
705,20100909
706,20100908
707,20100907
708,20100906
709,20100903
710,20100902
711,20100901
712,20100831
713,20100830
714,20100827
715,20100826
716,20100825
717,20100824
718,20100823
719,20100820
720,20100819
721,20100818
722,20100817
723,20100816
724,20100813
725,20100812
726,20100811
727,20100810
728,20100809
729,20100806
730,20100805
731,20100804
732,20100803
733,20100802
734,20100730
735,20100729
736,20100728
737,20100727
738,20100726
739,20100723
740,20100722
741,20100721
742,20100720
743,20100719
744,20100716
745,20100715
746,20100714
747,20100713
748,20100712
749,20100709
750,20100708
751,20100707
752,20100706
753,20100705
754,20100702
755,20100701
756,20100630
757,20100629
758,20100628
759,20100625
760,20100624
761,20100623
762,20100622
763,20100621
764,20100618
765,20100617
766,20100616
767,20100615
768,20100614
769,20100611
770,20100610
771,20100609
772,20100608
773,20100607
774,20100604
775,20100603
776,20100602
777,20100601
778,20100531
779,20100528
780,20100527
781,20100526
782,20100525
783,20100524
784,20100521
785,20100520
786,20100519
787,20100518
788,20100517
789,20100514
790,20100513
791,20100512
792,20100511
793,20100510
794,20100507
795,20100506
796,20100505
797,20100504
798,20100503
799,20100430
800,20100429
801,20100428
802,20100427
803,20100426
804,20100423
805,20100422
806,20100421
807,20100420
808,20100419
809,20100416
810,20100415
811,20100414
812,20100413
813,20100412
814,20100409
815,20100408
816,20100407
817,20100406
818,20100405
819,20100402
820,20100401
821,20100331
822,20100330
823,20100329
824,20100326
825,20100325
826,20100324
827,20100323
828,20100322
829,20100319
830,20100318
831,20100317
832,20100316
833,20100315
834,20100312
835,20100311
836,20100310
837,20100309
838,20100308
839,20100305
840,20100304
841,20100303
842,20100302
843,20100301
844,20100226
845,20100225
846,20100224
847,20100223
848,20100222
849,20100219
850,20100218
851,20100217
852,20100216
853,20100215
854,20100212
855,20100211
856,20100210
857,20100209
858,20100208
859,20100206
860,20100205
861,20100204
